OrderID,OrderDate,CustomerID,CustomerName,CustomerEmail,ProductID,ProductName,Category,Quantity,UnitPrice,Region,Country
1027,2024-11-29,C040,Andrea Taylor,wagnerpaul@gmail.com,P006,Samsung Galaxy,Electronics,1,899,East,Canada
1028,2025-05-03,C032,Jennifer Miller,ipeterson@young.org,P002,AirPods Pro,Electronics,3,199,West,Australia
1028,2025-03-05,C096,Holly Cooper,jerome31@yahoo.com,P003,Nike Shoes,Footwear,2,150,South,UK
1028,2025-04-17,C023,Kelly Decker,ugonzalez@ayala.com,P007,Yoga Mat,Fitness,1,30,South,UK
1028,2025-03-15,C043,Amy Smith,craiglamb@gmail.com,P007,Yoga Mat,Fitness,2,30,East,Canada
1029,2024-10-04,C090,Christina Watson,jgarcia@yahoo.com,P002,AirPods Pro,Electronics,4,199,North,USA
1029,2024-09-01,C029,Bradley Garrison,robinsonsarah@hotmail.com,P004,Apple Watch,Electronics,4,399,East,Canada
1030,2024-11-05,C030,Madison Harrell,emily20@gmail.com,P004,Apple Watch,Electronics,1,399,South,UK
1031,2025-04-26,C036,Amanda Ray,travis47@yahoo.com,P002,AirPods Pro,Electronics,3,199,East,Canada
1031,2024-09-20,C052,Virginia Smith,ruizshannon@hotmail.com,P009,Notebook,Stationery,3,5,North,USA
1032,2024-09-14,C034,Michael Smith,benjamin07@chan-fitzpatrick.com,P003,Nike Shoes,Footwear,5,150,East,Canada
1033,2025-01-13,C077,Dustin Rosario,susan20@hotmail.com,P007,Yoga Mat,Fitness,3,30,East,Canada
1034,2024-08-23,C066,Colin Mendoza IV,carrjennifer@gmail.com,P002,AirPods Pro,Electronics,4,199,South,UK
1035,2024-09-08,C091,Steve Saunders,vanceroger@garcia.net,P007,Yoga Mat,Fitness,1,30,South,UK
1036,2024-10-30,C009,Jacob Jackson,vspencer@anderson-morton.com,P006,Samsung Galaxy,Electronics,5,899,East,Canada
1036,2024-09-11,C016,Zachary Santana MD,wisebrittany@young.com,P005,T-shirt,Apparel,5,25,East,Canada
1036,2024-08-02,C042,Alexa Washington,grahamdaniel@clements.com,P007,Yoga Mat,Fitness,3,30,South,UK
1037,2024-05-24,C086,Christine Hurst,oprice@franklin.com,P007,Yoga Mat,Fitness,2,30,East,Canada
1038,2025-02-17,C001,Seth Alvarez,pzhang@hotmail.com,P005,T-shirt,Apparel,3,25,South,UK
1039,2024-10-06,C075,Benjamin Hernandez,mroberts@gmail.com,P010,Backpack,Accessories,3,45,West,Australia
1040,2024-11-06,C087,Brittany Phillips,daniel81@bowen-thomas.com,P004,Apple Watch,Electronics,5,399,West,Australia
1040,2024-09-30,C095,Kevin Lewis,butleremily@ibarra.com,P003,Nike Shoes,Footwear,1,150,East,Canada
1040,2024-11-23,C082,Paula Smith,aking@barnes.biz,P010,Backpack,Accessories,3,45,North,USA
1040,2024-12-29,C097,Tiffany Atkins,karenburns@gmail.com,P004,Apple Watch,Electronics,3,399,South,UK
1040,2024-07-24,C019,Tonya Wall,william78@hoffman.biz,P001,iPhone 14,Electronics,1,999,South,UK
1040,2024-08-27,C079,Stacey Davidson,banksbrent@yahoo.com,P002,AirPods Pro,Electronics,4,199,West,Australia
1040,2025-03-24,C074,Ryan Willis,danielleboyd@hotmail.com,P004,Apple Watch,Electronics,4,399,West,Australia
1041,2024-05-25,C019,Suzanne Harris,josephcox@hotmail.com,P001,iPhone 14,Electronics,1,999,West,Australia
1042,2024-12-14,C090,Calvin Patterson,marshjames@kennedy-gonzalez.com,P009,Notebook,Stationery,4,5,North,USA
1042,2025-03-23,C016,Drew Sampson,davidgould@butler.com,P008,Blender,Appliances,2,70,West,Australia
1042,2024-07-10,C072,William Jones,anthonymckee@campbell.com,P010,Backpack,Accessories,3,45,West,Australia
1042,2025-05-01,C093,Wayne Jackson,jonesmario@bullock.com,P009,Notebook,Stationery,4,5,West,Australia
1042,2024-10-05,C096,Samantha Perkins,jameshinton@hotmail.com,P008,Blender,Appliances,4,70,East,Canada
1042,2025-03-03,C082,Shannon Walker,james12@ford.biz,P005,T-shirt,Apparel,5,25,West,Australia
1042,2024-12-22,C036,Erica Heath,josephevans@terrell.com,P008,Blender,Appliances,1,70,East,Canada
1043,2024-08-25,C043,Heidi Mejia,wtrevino@nolan-sanders.com,P006,Samsung Galaxy,Electronics,5,899,North,USA
1044,2025-03-16,C030,Ethan Caldwell,danadavidson@conner.com,P007,Yoga Mat,Fitness,2,30,South,UK
1045,2024-06-17,C053,Natalie Rollins,debra82@perry-graves.com,P006,Samsung Galaxy,Electronics,5,899,West,Australia
1046,2024-11-19,C027,Ann Love,serranobrandy@yahoo.com,P007,Yoga Mat,Fitness,4,30,North,USA
1046,2025-02-13,C098,Diana Harris,ngraham@yahoo.com,P010,Backpack,Accessories,4,45,West,Australia
1047,2025-04-05,C046,Ryan Vaughan MD,snowdaniel@allen-ali.info,P005,T-shirt,Apparel,4,25,West,Australia
1047,2025-01-30,C095,Richard Clark,krobinson@ortiz.info,P009,Notebook,Stationery,5,5,South,UK
1048,2024-12-14,C035,Patrick Blake,mvillegas@gmail.com,P007,Yoga Mat,Fitness,4,30,North,USA
1049,2024-05-14,C086,Kerry Harris,rodriguezsara@yahoo.com,P007,Yoga Mat,Fitness,2,30,West,Australia
1049,2024-07-30,C080,Javier Eaton,erinalexander@deleon-beasley.info,P009,Notebook,Stationery,1,5,West,Australia
1049,2024-12-16,C085,Ryan Rocha,mosleydanielle@brown-phillips.com,P001,iPhone 14,Electronics,1,999,West,Australia
1050,2024-12-06,C060,Alexandra Jackson,henrydaniel@gmail.com,P003,Nike Shoes,Footwear,1,150,East,Canada
1051,2025-04-11,C028,Annette Castillo,jeffreyfigueroa@hotmail.com,P008,Blender,Appliances,3,70,East,Canada
1051,2025-02-04,C049,Vanessa Curtis,john08@ruiz-henry.net,P005,T-shirt,Apparel,4,25,East,Canada
1051,2024-10-16,C061,Abigail Finley,douglas17@brooks.com,P001,iPhone 14,Electronics,5,999,North,USA
1051,2024-06-19,C045,Mary Soto,rogersamanda@wright.com,P004,Apple Watch,Electronics,1,399,North,USA
1051,2025-05-04,C032,Troy Morales,weavermichael@hotmail.com,P004,Apple Watch,Electronics,1,399,South,UK
1052,2024-05-14,C061,Deanna Nguyen,rebeccamcdaniel@perry.com,P002,AirPods Pro,Electronics,5,199,South,UK
1053,2025-02-10,C033,Willie Perez,hannahgraham@yahoo.com,P006,Samsung Galaxy,Electronics,2,899,North,USA
1053,2024-11-30,C021,Paula Mooney,jlarson@buckley.com,P005,T-shirt,Apparel,1,25,North,USA
1053,2025-04-30,C074,Tanner Reyes,nicolecarey@hotmail.com,P007,Yoga Mat,Fitness,4,30,South,UK
1054,2024-06-08,C089,Mercedes Davis,thomasjeanne@gmail.com,P004,Apple Watch,Electronics,1,399,East,Canada
1054,2024-09-23,C077,James Herman,renglish@vasquez.net,P002,AirPods Pro,Electronics,5,199,North,USA
1055,2024-12-02,C055,Eddie Weber,jessicajenkins@davis.com,P006,Samsung Galaxy,Electronics,1,899,East,Canada
1056,2025-03-05,C054,Casey Garcia,diana68@peters-smith.com,P008,Blender,Appliances,1,70,West,Australia
1056,2024-07-15,C082,Courtney Jennings,samanthasweeney@gmail.com,P008,Blender,Appliances,2,70,West,Australia
1057,2025-02-04,C067,Jeffrey Cooper,bonniesanders@escobar.com,P005,T-shirt,Apparel,5,25,West,Australia
1058,2025-02-24,C094,Jennifer Dorsey,martin08@gmail.com,P010,Backpack,Accessories,3,45,East,Canada
1058,2025-01-08,C012,Ryan Herman,lance39@yahoo.com,P005,T-shirt,Apparel,4,25,South,UK
1058,2025-01-04,C073,Bryan Kelley,madison51@hotmail.com,P010,Backpack,Accessories,4,45,East,Canada
1059,2024-07-19,C042,Donald Taylor,elizabeth99@hotmail.com,P003,Nike Shoes,Footwear,4,150,South,UK
1060,2024-09-23,C034,Troy Cannon,rbailey@miller-miles.com,P006,Samsung Galaxy,Electronics,3,899,East,Canada
1060,2025-03-09,C067,Kimberly Davis,tinawalters@hotmail.com,P004,Apple Watch,Electronics,1,399,South,UK
1060,2024-08-02,C063,Mackenzie Alexander,brichardson@morales.net,P009,Notebook,Stationery,2,5,West,Australia
1060,2025-02-28,C063,Diane Little,doylekathleen@hunter.info,P008,Blender,Appliances,1,70,North,USA
1061,2024-06-12,C052,Brittany Stewart,elizabethgutierrez@harris.com,P004,Apple Watch,Electronics,3,399,East,Canada
1062,2024-05-24,C068,John Torres MD,jeremyayala@carter.biz,P006,Samsung Galaxy,Electronics,4,899,East,Canada
1063,2025-02-06,C059,Benjamin Evans,nicolekelly@yahoo.com,P005,T-shirt,Apparel,3,25,East,Canada
1064,2025-05-06,C093,Wesley Torres,sarahhodge@booker.org,P004,Apple Watch,Electronics,3,399,North,USA
1064,2024-11-19,C098,Andrew Robles,matthewsaunders@hotmail.com,P003,Nike Shoes,Footwear,2,150,South,UK
1064,2024-08-14,C036,Louis Martin,annette50@hotmail.com,P010,Backpack,Accessories,5,45,East,Canada
1064,2025-03-02,C025,Isabel Carter,charles45@johnson.com,P005,T-shirt,Apparel,2,25,East,Canada
1065,2024-07-08,C002,Tina Rivers,russellrivas@hotmail.com,P009,Notebook,Stationery,2,5,East,Canada
1066,2024-05-20,C007,Jackson Berry,peter85@hotmail.com,P009,Notebook,Stationery,3,5,South,UK
1066,2024-07-05,C097,Henry Knox,kristinchoi@day.org,P008,Blender,Appliances,1,70,North,USA
1066,2024-11-26,C061,Cathy Parker,melinda66@reeves-good.org,P008,Blender,Appliances,4,70,East,Canada
1067,2024-12-13,C007,Gary Gibson,ojohnson@leach-williams.info,P005,T-shirt,Apparel,4,25,North,USA
1067,2024-11-10,C052,Barbara Taylor,briannacampbell@yahoo.com,P008,Blender,Appliances,1,70,North,USA
1068,2024-12-24,C073,Donald Harris,robert09@gmail.com,P005,T-shirt,Apparel,1,25,South,UK
1069,2025-01-29,C098,Courtney Sanders,martinezmeghan@fuller.biz,P007,Yoga Mat,Fitness,5,30,South,UK
1069,2025-01-14,C049,Gilbert Pittman,carol65@wagner-schroeder.org,P008,Blender,Appliances,4,70,East,Canada
1069,2024-12-04,C055,Anna Sullivan,michelle29@gmail.com,P005,T-shirt,Apparel,5,25,North,USA
1069,2025-04-29,C095,Robert Reese,diane21@zavala.info,P002,AirPods Pro,Electronics,2,199,South,UK
1070,2024-06-30,C011,Carolyn Perkins,wmartinez@hotmail.com,P003,Nike Shoes,Footwear,2,150,South,UK
1070,2024-12-25,C021,Jacob Lee,dhart@jarvis-dunlap.biz,P001,iPhone 14,Electronics,4,999,West,Australia
1070,2024-07-17,C061,Jacob Hopkins,shannongonzalez@rodriguez.net,P005,T-shirt,Apparel,1,25,South,UK
1071,2024-12-22,C037,Sergio Scott,keith13@ware-pierce.com,P008,Blender,Appliances,1,70,South,UK
1071,2025-03-09,C081,Jonathan Roberts,sabrinalyons@hotmail.com,P010,Backpack,Accessories,2,45,West,Australia
1072,2024-06-11,C029,Terry Calderon,osmith@gmail.com,P003,Nike Shoes,Footwear,3,150,South,UK
1073,2024-11-30,C022,Mary Ward,jasmine32@yahoo.com,P005,T-shirt,Apparel,5,25,East,Canada
1074,2024-06-19,C060,Lisa Fox,cunninghamjoe@allen-winters.com,P005,T-shirt,Apparel,4,25,East,Canada
1074,2025-04-20,C064,Rebecca Hall,fishercristian@yahoo.com,P008,Blender,Appliances,1,70,North,USA
1074,2024-11-21,C095,Kyle White,fernandezgeorge@marquez-brown.biz,P006,Samsung Galaxy,Electronics,5,899,East,Canada
1075,2024-06-25,C030,Christian Montgomery,joe97@marshall.net,P010,Backpack,Accessories,5,45,North,USA
1075,2025-04-23,C087,Carmen Quinn,pagekathryn@trevino-wilson.net,P005,T-shirt,Apparel,5,25,North,USA
1075,2024-12-28,C023,Chad Hawkins,jason92@chan.com,P008,Blender,Appliances,5,70,West,Australia
1075,2024-05-21,C024,Christopher Juarez,riverabrian@hotmail.com,P010,Backpack,Accessories,4,45,West,Australia
1075,2024-12-08,C061,Carrie Smith,cindyalexander@williams-bauer.info,P006,Samsung Galaxy,Electronics,4,899,East,Canada
1076,2024-10-14,C014,Anthony Kelly,fstanley@rodriguez-valencia.com,P003,Nike Shoes,Footwear,3,150,West,Australia
1076,2024-06-05,C037,Jennifer Tran,acoleman@baker.info,P007,Yoga Mat,Fitness,5,30,North,USA
1077,2024-11-06,C041,Brenda Riggs,wfleming@ferguson.org,P005,T-shirt,Apparel,3,25,North,USA
1077,2024-12-02,C052,Kimberly Best,vargasgregg@hotmail.com,P009,Notebook,Stationery,1,5,West,Australia
1078,2025-03-08,C025,Heather Atkinson,kathryn99@spencer.com,P009,Notebook,Stationery,3,5,West,Australia
1078,2024-09-18,C098,Jennifer Delgado,marianorris@padilla.com,P001,iPhone 14,Electronics,2,999,East,Canada
1078,2024-05-20,C037,Alyssa James,charlesfitzpatrick@gmail.com,P008,Blender,Appliances,4,70,North,USA
1079,2025-01-16,C081,Kelly Hernandez,prestondana@hotmail.com,P010,Backpack,Accessories,2,45,South,UK
1080,2024-10-28,C002,Amanda Mora,christian30@pierce-combs.com,P009,Notebook,Stationery,4,5,North,USA
1081,2024-05-12,C015,Francisco Salinas,walkeredwin@yahoo.com,P008,Blender,Appliances,1,70,South,UK
1082,2025-01-17,C092,Rodney Wise,danielchristensen@crosby.com,P005,T-shirt,Apparel,5,25,East,Canada
1083,2024-11-23,C062,Nicole Brown,greenejuan@gmail.com,P008,Blender,Appliances,2,70,West,Australia
1083,2025-01-15,C050,Robert Jackson,victoriahansen@mcgee.info,P004,Apple Watch,Electronics,5,399,South,UK
1083,2024-06-10,C036,Christopher Huynh,cowanlinda@clark.com,P007,Yoga Mat,Fitness,3,30,East,Canada
1083,2024-08-19,C037,Matthew Wong,christopherbrown@hotmail.com,P005,T-shirt,Apparel,5,25,West,Australia
1083,2025-02-17,C058,Brenda Dorsey,davidrhodes@gmail.com,P009,Notebook,Stationery,4,5,East,Canada
1084,2024-06-30,C098,Richard Cantu,howardblake@rogers-sanders.net,P009,Notebook,Stationery,4,5,West,Australia
1084,2024-11-07,C025,Adam Briggs,joseph89@gmail.com,P004,Apple Watch,Electronics,5,399,West,Australia
1085,2024-06-15,C100,Christopher Robinson,jennifersmith@hotmail.com,P007,Yoga Mat,Fitness,1,30,East,Canada
1085,2024-05-25,C091,Karen Allen,jessica22@hotmail.com,P007,Yoga Mat,Fitness,4,30,South,UK
1086,2025-03-13,C005,Hannah Morse,jadetorres@gmail.com,P003,Nike Shoes,Footwear,5,150,East,Canada
1086,2024-11-17,C057,Jared Miller,landerson@wang.com,P002,AirPods Pro,Electronics,5,199,West,Australia
1087,2024-12-23,C019,Matthew Berg,leahbrown@gmail.com,P007,Yoga Mat,Fitness,2,30,North,USA
1088,2024-05-30,C034,Rachel Page,ashleybailey@hotmail.com,P006,Samsung Galaxy,Electronics,5,899,West,Australia
1088,2024-08-07,C043,Brian Cherry,zmarks@yahoo.com,P009,Notebook,Stationery,4,5,East,Canada
1088,2024-10-21,C098,Robert Morgan,haleytorres@gmail.com,P008,Blender,Appliances,5,70,North,USA
1088,2025-03-24,C031,Steven Meyers,hollowayrebecca@stewart.biz,P005,T-shirt,Apparel,2,25,North,USA
1089,2024-11-29,C013,Joe Schwartz,sandra01@walker.info,P002,AirPods Pro,Electronics,4,199,South,UK
1089,2024-10-20,C004,Tammie Scott,james81@yahoo.com,P001,iPhone 14,Electronics,3,999,North,USA
1090,2024-05-16,C048,Lisa Aguilar,christophergonzalez@jones.com,P007,Yoga Mat,Fitness,2,30,South,UK
1090,2024-11-11,C073,David Gibbs,fullerrachel@gmail.com,P003,Nike Shoes,Footwear,2,150,South,UK
1091,2024-12-01,C049,Loretta Young,ipugh@yahoo.com,P010,Backpack,Accessories,2,45,West,Australia
1091,2024-10-22,C019,Janice Park,bryan60@hotmail.com,P004,Apple Watch,Electronics,4,399,East,Canada
1092,2024-08-26,C086,Victor Rivera,davidscott@moore.biz,P001,iPhone 14,Electronics,4,999,East,Canada
1092,2024-08-21,C021,Rebecca Herrera,cuevascarol@butler.biz,P002,AirPods Pro,Electronics,4,199,East,Canada
1092,2025-02-17,C039,Ashley Smith,phamilton@gray.com,P007,Yoga Mat,Fitness,3,30,West,Australia
1092,2024-05-27,C026,Ashley Huber,steven06@gmail.com,P007,Yoga Mat,Fitness,4,30,North,USA
1093,2024-09-04,C074,Carolyn Rivera,dillonaustin@gmail.com,P006,Samsung Galaxy,Electronics,5,899,East,Canada
1093,2024-10-31,C038,Allison Jones,tonycolon@hotmail.com,P001,iPhone 14,Electronics,4,999,East,Canada
1094,2024-06-01,C088,Vickie Murphy,farrellbarbara@reynolds-elliott.org,P001,iPhone 14,Electronics,5,999,West,Australia
1094,2025-04-06,C037,Claire Lindsey,michelle62@hotmail.com,P004,Apple Watch,Electronics,5,399,East,Canada
1095,2024-08-06,C025,Brian Foster,allenjustin@cook.com,P010,Backpack,Accessories,3,45,South,UK
1095,2024-07-26,C081,Brooke Berry,michael47@ford.com,P001,iPhone 14,Electronics,3,999,West,Australia
1096,2024-07-18,C047,Catherine Mccarthy,garyhayes@bennett.com,P003,Nike Shoes,Footwear,1,150,East,Canada
1097,2024-08-01,C054,Adam Wilcox,johnboyd@murray-williams.com,P003,Nike Shoes,Footwear,2,150,South,UK
1097,2024-10-22,C047,Kimberly Aguirre,cpittman@gmail.com,P009,Notebook,Stationery,5,5,East,Canada
1097,2025-01-07,C033,Christopher Morris,williamgarcia@snyder-smith.com,P008,Blender,Appliances,3,70,East,Canada
1097,2024-12-30,C060,Christopher Flores,shaunrodriguez@gmail.com,P002,AirPods Pro,Electronics,2,199,South,UK
1097,2024-11-14,C093,Chad Medina,tstone@hotmail.com,P007,Yoga Mat,Fitness,5,30,East,Canada
1098,2024-05-18,C051,Lauren Rogers,adrianarosario@lee.com,P001,iPhone 14,Electronics,3,999,North,USA
1099,2025-04-02,C087,Jennifer Williams,patricia53@wilkins.com,P005,T-shirt,Apparel,5,25,West,Australia
1099,2024-08-25,C048,David Stewart,pwilson@gmail.com,P002,AirPods Pro,Electronics,2,199,West,Australia
1100,2024-11-13,C072,Jacob Benson,jharrison@gmail.com,P006,Samsung Galaxy,Electronics,5,899,South,UK
1100,2024-11-05,C082,Dylan Lopez,susanroman@gmail.com,P008,Blender,Appliances,3,70,West,Australia
1101,2024-11-15,C006,Christine Callahan,codyguzman@aguilar.org,P001,iPhone 14,Electronics,3,999,West,Australia
1102,2024-07-06,C031,Kellie Tran,griffinmargaret@hotmail.com,P009,Notebook,Stationery,2,5,West,Australia
1103,2024-06-25,C086,Erin Brooks,monicabarnes@hotmail.com,P009,Notebook,Stationery,4,5,South,UK
1103,2024-06-14,C084,Karen Richardson,dominguezshelby@hotmail.com,P002,AirPods Pro,Electronics,4,199,West,Australia
1103,2024-11-10,C036,Frederick Espinoza,mrose@jones-drake.com,P001,iPhone 14,Electronics,3,999,South,UK
1104,2024-12-06,C031,Anthony Smith,harringtonjose@hotmail.com,P006,Samsung Galaxy,Electronics,1,899,East,Canada
1104,2024-08-08,C083,Jennifer Sosa,gregelliott@barnett.net,P006,Samsung Galaxy,Electronics,1,899,West,Australia
